"url","user","problem"
"https://www.hackerrank.com/rest/contests/master/challenges/borrowing-money/hackers/harshnikam4536/download_solution","harshnikam4536","borrowing-money"
"https://www.hackerrank.com/rest/contests/master/challenges/value-of-friendship/hackers/harshnikam4536/download_solution","harshnikam4536","value-of-friendship"
"https://www.hackerrank.com/rest/contests/master/challenges/coprime-paths/hackers/harshnikam4536/download_solution","harshnikam4536","coprime-paths"
"https://www.hackerrank.com/rest/contests/master/challenges/minimum-mst-graph/hackers/harshnikam4536/download_solution","harshnikam4536","minimum-mst-graph"
"https://www.hackerrank.com/rest/contests/master/challenges/jack-goes-to-rapture/hackers/harshnikam4536/download_solution","harshnikam4536","jack-goes-to-rapture"
"https://www.hackerrank.com/rest/contests/master/challenges/crab-graphs/hackers/harshnikam4536/download_solution","harshnikam4536","crab-graphs"
"https://www.hackerrank.com/rest/contests/master/challenges/beadornaments/hackers/harshnikam4536/download_solution","harshnikam4536","beadornaments"
"https://www.hackerrank.com/rest/contests/master/challenges/jeanies-route/hackers/harshnikam4536/download_solution","harshnikam4536","jeanies-route"
"https://www.hackerrank.com/rest/contests/master/challenges/floyd-city-of-blinding-lights/hackers/harshnikam4536/download_solution","harshnikam4536","floyd-city-of-blinding-lights"
"https://www.hackerrank.com/rest/contests/master/challenges/johnland/hackers/harshnikam4536/download_solution","harshnikam4536","johnland"
"https://www.hackerrank.com/rest/contests/master/challenges/kingdom-connectivity/hackers/harshnikam4536/download_solution","harshnikam4536","kingdom-connectivity"
"https://www.hackerrank.com/rest/contests/master/challenges/computer-game/hackers/harshnikam4536/download_solution","harshnikam4536","computer-game"
"https://www.hackerrank.com/rest/contests/master/challenges/rust-murderer/hackers/harshnikam4536/download_solution","harshnikam4536","rust-murderer"
"https://www.hackerrank.com/rest/contests/master/challenges/problem-solving/hackers/harshnikam4536/download_solution","harshnikam4536","problem-solving"
"https://www.hackerrank.com/rest/contests/master/challenges/journey-scheduling/hackers/harshnikam4536/download_solution","harshnikam4536","journey-scheduling"
"https://www.hackerrank.com/rest/contests/master/challenges/matrix/hackers/harshnikam4536/download_solution","harshnikam4536","matrix"
"https://www.hackerrank.com/rest/contests/master/challenges/episode-recording/hackers/harshnikam4536/download_solution","harshnikam4536","episode-recording"
"https://www.hackerrank.com/rest/contests/master/challenges/repair-roads/hackers/harshnikam4536/download_solution","harshnikam4536","repair-roads"
"https://www.hackerrank.com/rest/contests/master/challenges/kth-ancestor/hackers/harshnikam4536/download_solution","harshnikam4536","kth-ancestor"
"https://www.hackerrank.com/rest/contests/master/challenges/bytelandian-tours/hackers/harshnikam4536/download_solution","harshnikam4536","bytelandian-tours"
"https://www.hackerrank.com/rest/contests/master/challenges/shortest-path/hackers/harshnikam4536/download_solution","harshnikam4536","shortest-path"
"https://www.hackerrank.com/rest/contests/master/challenges/savita-and-friends/hackers/harshnikam4536/download_solution","harshnikam4536","savita-and-friends"
"https://www.hackerrank.com/rest/contests/master/challenges/liars/hackers/harshnikam4536/download_solution","harshnikam4536","liars"
"https://www.hackerrank.com/rest/contests/master/challenges/jumping-rooks/hackers/harshnikam4536/download_solution","harshnikam4536","jumping-rooks"
"https://www.hackerrank.com/rest/contests/master/challenges/tripartite-matching/hackers/harshnikam4536/download_solution","harshnikam4536","tripartite-matching"
"https://www.hackerrank.com/rest/contests/master/challenges/tree-flow/hackers/harshnikam4536/download_solution","harshnikam4536","tree-flow"
"https://www.hackerrank.com/rest/contests/master/challenges/dag-queries/hackers/harshnikam4536/download_solution","harshnikam4536","dag-queries"
"https://www.hackerrank.com/rest/contests/master/challenges/favourite-sequence/hackers/harshnikam4536/download_solution","harshnikam4536","favourite-sequence"
